Promedio de calificaciones por curso:
Curso:  Assisting Public Sector Decision Makers With Policy Analysis, Promedio: 4.80
Curso: MLOps | Machine Learning Operations Specialization, Promedio: 3.80
Curso: Machine Learning Algorithms with R in Business Analytics, Promedio: 4.70
Curso: Machine Learning Capstone, Promedio: 4.40
Curso: Machine Learning Data Lifecycle in Production , Promedio: 4.30
Curso: Machine Learning Engineering for Production (MLOps) Specialization, Promedio: 4.60
Curso: Machine Learning Introduction for Everyone, Promedio: 4.50
Curso: Machine Learning Modeling Pipelines in Production, Promedio: 4.30
Curso: Machine Learning Specialization, Promedio: 4.90
Curso: Machine Learning Under the Hood: The Technical Tips, Tricks, and Pitfalls, Promedio: 4.90
Curso: Machine Learning and Reinforcement Learning in Finance Specialization, Promedio: 3.70
Curso: Machine Learning for Accounting with Python, Promedio: 4.60
Curso: Machine Learning for All, Promedio: 4.70
Curso: Machine Learning for Trading Specialization, Promedio: 3.90
Curso: Machine Learning on Google Cloud Specialization, Promedio: 4.60
Curso: Machine Learning with Apache Spark, Promedio: 4.60
Curso: Machine Learning with Python, Promedio: 4.70
Curso: Machine Learning: Theory and Hands-on Practice with Python Specialization, Promedio: 3.70
Curso: Machine Learning: an overview, Promedio: 4.40
Curso: Macroeconomics for Business Management, Promedio: 4.80
Curso: Magnetics for Power Electronic Converters, Promedio: 4.80
Curso: Major Engineering Project Performance, Promedio: 4.70
Curso: Major Engineering Projects: Governance, Risk and Scope, Promedio: 4.70
Curso: Make the Sale: Build, Launch, and Manage E-commerce Stores, Promedio: 4.80
Curso: Making Sense of Supplements, Promedio: 4.80
Curso: Making Successful Decisions through the Strategy, Law & Ethics Model, Promedio: 4.70
Curso: Manage Identities and Governance in Azure, Promedio: 3.90
Curso: Managerial Accounting Fundamentals, Promedio: 4.80
Curso: Managing Cloud-native Applications with Kubernetes, Promedio: 4.80
Curso: Managing Cybersecurity Incidents and Disasters, Promedio: 4.80
Curso: Managing Cybersecurity Specialization, Promedio: 4.80
Curso: Managing Emotions in Times of Uncertainty & Stress, Promedio: 4.80
Curso: Managing Google Workspace, Promedio: 4.70
Curso: Managing Major Engineering Projects Specialization, Promedio: 4.70
Curso: Managing Network Security, Promedio: 4.80
Curso: Managing Security in Google Cloud, Promedio: 4.70
Curso: Managing Talent, Promedio: 4.60
Curso: Manajemen Proyek Google Professional Certificate, Promedio: 5.00
Curso: Market Research Specialization, Promedio: 4.50
Curso: Market Research and Consumer Behavior, Promedio: 4.40
Curso: Market Risk Management: Frameworks & Strategies, Promedio: 4.60
Curso: Marketing Analytics, Promedio: 4.70
Curso: Marketing Analytics Foundation, Promedio: 4.80
Curso: Marketing Analytics with Meta, Promedio: 4.80
Curso: Marketing de Mídias Sociais do Meta Professional Certificate, Promedio: 4.80
Curso: Marketing digital e e-commerce do Google Professional Certificate, Promedio: 4.90
Curso: Marketing digital para E-commerce, Promedio: 4.70
Curso: Marketing en redes sociales de Meta Professional Certificate, Promedio: 4.90
Curso: Marketing with TikTok Specialization, Promedio: 4.60
Curso: Mastering Ansible Automation, Promedio: 4.10
Curso: Mastering Digital Twins, Promedio: 4.10
Curso: Mastering Excel Essentials to Enhance Business Value, Promedio: 4.20
Curso: Mastering Final Cut Pro, Promedio: 4.50
Curso: Mastering Programming with MATLAB, Promedio: 4.80
Curso: Mastering Software Development in R Specialization, Promedio: 4.20
Curso: Materials Science for Advanced Technological Applications Specialization, Promedio: 4.60
Curso: Materials Science for Technological Application Specialization, Promedio: 4.60
Curso: Mathematics for Computer Science, Promedio: 4.10
Curso: Mathematics for Engineers Specialization, Promedio: 4.90
Curso: Mathematics for Engineers: The Capstone Course, Promedio: 4.90
Curso: Mathematics for Machine Learning and Data Science Specialization, Promedio: 4.60
Curso: Mathematics for Machine Learning: PCA, Promedio: 4.00
Curso: Matrix Algebra for Engineers, Promedio: 4.90
Curso: Measuring Disease in Epidemiology, Promedio: 4.70
Curso: Measuring and Maximizing Impact of COVID-19 Contact Tracing, Promedio: 4.50
Curso: Medical Billing and Coding Essentials, Promedio: 4.70
Curso: Medical Billing and Coding Fundamentals Specialization, Promedio: 4.80
Curso: Medical Terminology and the Human Body Fundamentals, Promedio: 4.80
Curso: Medical Terminology, Anatomy, and Physiology Fundamentals, Promedio: 4.70
Curso: Meta AR Developer  Professional Certificate, Promedio: 4.60
Curso: Meta Android Developer Professional Certificate, Promedio: 4.70
Curso: Meta Back-End Developer Professional Certificate, Promedio: 4.70
Curso: Meta Database Engineer Professional Certificate, Promedio: 4.60
Curso: Meta Front-End Developer Professional Certificate, Promedio: 4.70
Curso: Meta Marketing Analytics Professional Certificate, Promedio: 4.70
Curso: Meta Marketing Science Certification Exam, Promedio: 4.80
Curso: Meta React Native Specialization, Promedio: 4.80
Curso: Meta iOS Developer Professional Certificate, Promedio: 4.70
Curso: Metabolic Makeover, Promedio: 4.60
Curso: Michigan Sport-Related Concussion Training Certification , Promedio: 4.70
Curso: Microeconomics Principles, Promedio: 4.80
Curso: Microsoft 365 Fundamentals Specialization, Promedio: 4.70
Curso: Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization, Promedio: 4.60
Curso: Microsoft Azure Cosmos DB, Promedio: 4.40
Curso: Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization, Promedio: 4.70
Curso: Microsoft Azure Data Scientist Associate (DP-100)  Professional Certificate, Promedio: 4.40
Curso: Microsoft Azure Machine Learning, Promedio: 4.50
Curso: Microsoft Azure Management Tools and Security Solutions, Promedio: 4.70
Curso: Microsoft Azure SQL, Promedio: 4.60
Curso: Microsoft Azure Security Engineer Associate (AZ-500) Professional Certificate, Promedio: 4.50
Curso: Microsoft Azure Services and Lifecycles, Promedio: 4.80
Curso: Microsoft Azure for Data Engineering, Promedio: 4.50
Curso: Microsoft Cybersecurity Analyst Professional Certificate, Promedio: 4.80
Curso: Microsoft PL-300 Exam Preparation and Practice, Promedio: 4.60
Curso: Microsoft Power BI Data Analyst Professional Certificate, Promedio: 4.60
Curso: Microsoft Power Platform Fundamentals, Promedio: 4.20
Curso: Microsoft SC-900 Exam Preparation and Practice, Promedio: 3.90
Curso: Microwave engineering and antennas, Promedio: 4.60
Curso: Mindfulness and Well-being  Specialization, Promedio: 4.90
Curso: Mindfulness and Well-being: Foundations, Promedio: 4.80
Curso: Mindfulness and Well-being: Living with Balance and Ease, Promedio: 4.90
Curso: Mindfulness in Integrative Healthcare, Promedio: 4.80
Curso: Mindfulness: An Approach to Stress Reduction, Promedio: 4.80
Curso: Mindware: Critical Thinking for the Information Age , Promedio: 4.80
Curso: Mitigating Security Vulnerabilities on Google Cloud, Promedio: 4.70
Curso: Mobile Development and JavaScript, Promedio: 4.40
Curso: Model Thinking, Promedio: 4.80
Curso: Modeling and Control of Power Electronics Specialization, Promedio: 4.80
Curso: Modeling and Control of Single-Phase Rectifiers and Inverters, Promedio: 4.60
Curso: Modeling and Debugging Embedded Systems, Promedio: 4.60
Curso: Modeling and Design for Mechanical Engineers with Autodesk Fusion 360, Promedio: 4.80
Curso: Modelling and measuring the Energy Transition, Promedio: 4.20
Curso: Modelos de diseño instruccional para ambientes digitales , Promedio: 4.70
Curso: Modern Data Warehouse Analytics in Microsoft Azure, Promedio: 4.40
Curso: Modern Project Management Specialization, Promedio: 4.70
Curso: Modern and Contemporary Art and Design Specialization, Promedio: 4.80
Curso: Modernize Infrastructure and Applications with Google Cloud, Promedio: 4.70
Curso: Modernizing Data Lakes and Data Warehouses with GCP 日本語版, Promedio: 4.30
Curso: Monitoring and Observability for Development and DevOps, Promedio: 4.70
Curso: Motivating Gen Z Learners: What Parents and Teachers Need to Know, Promedio: 4.90
Curso: Motors and Motor Control Circuits, Promedio: 4.70
Curso: Multi-Axis CNC Toolpaths, Promedio: 4.90
Curso: Multiple Regression Analysis in Public Health , Promedio: 4.70
Curso: Music Business  Specialization, Promedio: 4.80
Curso: Music Education for Teachers Specialization, Promedio: 4.80
Curso: Music Production Capstone, Promedio: 4.80
Curso: Music Production Specialization, Promedio: 4.80
Curso: Music for Wellness, Promedio: 4.60
Curso: Musicianship: Chord Charts, Diatonic Chords, and Minor Keys, Promedio: 4.90
Curso: Musicianship: Tensions, Harmonic Function, and Modal Interchange, Promedio: 4.90
Curso: Musician’s Professional Toolbox: Your Portfolio Career Specialization, Promedio: 5.00
Curso: Más que química, Promedio: 4.90
Curso: Nanophotonics and Detectors, Promedio: 4.10
Curso: Narrative Economics, Promedio: 4.80
Curso: National Academy of Sports Medicine Nutrition Essentials, Promedio: 4.60
Curso: Natural Disaster and Climate Change Risk Assessment Specialization, Promedio: 5.00
Curso: Natural Language Processing Specialization, Promedio: 4.60
Curso: Natural Language Processing in TensorFlow, Promedio: 4.60
Curso: Natural Language Processing with Attention Models, Promedio: 4.40
Curso: Natural Language Processing with Classification and Vector Spaces, Promedio: 4.60
Curso: Natural Language Processing with Probabilistic Models, Promedio: 4.70
Curso: Natural Language Processing with Sequence Models, Promedio: 4.50
Curso: Negotiation Skills and Effective Communication           , Promedio: 4.60
Curso: Negotiation skills: Negotiate and resolve conflict, Promedio: 4.70
Curso: Network Automation Engineering Fundamentals Specialization, Promedio: 4.60
Curso: Network Security & Database Vulnerabilities , Promedio: 4.70
Curso: Networking Fundamentals, Promedio: 5.00
Curso: Networking in Google Cloud: Defining and Implementing Networks, Promedio: 4.80
Curso: Networking in Google Cloud: Hybrid Connectivity and Network Management, Promedio: 4.80
Curso: Neuroscience and Neuroimaging Specialization, Promedio: 4.70
Curso: Neuroscience of Leadership: Leading with Your Brain Specialization, Promedio: 4.90
Curso: New Space: Access to space - Basics, Promedio: 4.70
Curso: New paradigms in wastewater management, Promedio: 4.70
Curso: Niños y Adolescentes en la cultura audiovisual y digital, Promedio: 4.80
Curso: NoSQL, Big Data, and Spark Foundations Specialization, Promedio: 4.40
Curso: Non-Alcoholic Fatty Liver Disease – The Essentials, Promedio: 4.80
Curso: Non-Equilibrium Applications of Statistical Thermodynamics, Promedio: 4.40
Curso: Numerical Methods for Engineers, Promedio: 4.90
Curso: Nursing Informatics  Leadership Specialization, Promedio: 4.70
Curso: Nutrition Education for the Consumer Specialization, Promedio: 4.70
Curso: O Músico Contemporâneo Specialization, Promedio: 5.00
Curso: OKR Certification: Leadership and Goal Setting, Promedio: 4.90
Curso: Object Tracking and Motion Detection with Computer Vision, Promedio: 4.90
Curso: Objetivos de desarrollo sostenible para América Latina y el Caribe, Promedio: 4.90
Curso: Odesa: Jews in the Modern World, Promedio: 4.70
Curso: Office Productivity Software Specialization, Promedio: 4.50
Curso: Old Norse Mythology in the Sources, Promedio: 4.60
Curso: Online Learning  Design for Educators Specialization, Promedio: 4.70
Curso: Operating Systems Fundamentals, Promedio: 4.80
Curso: Operational Risk Management: Frameworks & Strategies, Promedio: 4.60
Curso: Operations Research (1): Models and Applications, Promedio: 4.80
Curso: Operations Research (2): Optimization Algorithms, Promedio: 4.80
Curso: Opioid Epidemic: From Evidence to Impact , Promedio: 4.70
Curso: Opportunity Management in Salesforce, Promedio: 4.70
Curso: Optical Efficiency and Resolution, Promedio: 4.10
Curso: Optical Engineering Specialization, Promedio: 4.30
Curso: Optimizing a Website for Google Search, Promedio: 4.70
Curso: Oracle Autonomous Database Administration, Promedio: 4.50
Curso: Oracle Cloud Infrastructure Architect Associate, Promedio: 4.80
Curso: Oracle Cloud Infrastructure Architect Professional, Promedio: 4.90
Curso: Oracle Cloud Infrastructure Foundations, Promedio: 4.70
Curso: Oracle Cloud Infrastructure Operations Professional, Promedio: 4.80
Curso: Oracle SQL Databases Specialization, Promedio: 4.60
Curso: Organ Donation: From Death to Life , Promedio: 4.80
Curso: Organisational behaviour: Know your people, Promedio: 4.80
Curso: Organisational design: Know your organisation, Promedio: 4.90
Curso: Outbreaks and Epidemics, Promedio: 4.80
Curso: Outsmarting intermittency, Promedio: 4.60
Curso: Overcoming Dyslexia, Promedio: 4.80
Curso: PRINCÍPIOS GERAIS DA TÉCNICA DO VIOLINO E DA VIOLA DE ARCO, Promedio: 4.90
Curso: Palliative Care Always Capstone Course, Promedio: 4.40
Curso: Palliative Care Always Specialization, Promedio: 4.50
Curso: Palo Alto Networks Cybersecurity Professional Certificate, Promedio: 4.60
Curso: Pathway to Space Specialization, Promedio: 4.60
Curso: Patient Safety Specialization, Promedio: 4.80
Curso: Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I), Promedio: 4.80
Curso: Payroll and Tax Fundamentals, Promedio: 4.60
Curso: Pensamento Crítico, Lógica e Argumentação, Promedio: 4.70
Curso: Pensamiento crítico: toma de decisiones razonadas, Promedio: 4.80
Curso: People and Soft Skills for Professional and Personal Success Specialization, Promedio: 4.60
Curso: People, Technology and the Future of Mobility , Promedio: 4.70
Curso: Perform data science with Azure Databricks, Promedio: 3.40
Curso: Personal Productivity, Time Management and Prioritization, Promedio: 4.50
Curso: Phase Diagrams, Promedio: 4.50
Curso: Photovoltaic Systems, Promedio: 4.60
Curso: Physics 101 - Energy and Momentum, Promedio: 4.50
Curso: Physics 101 - Forces and Kinematics , Promedio: 4.60
Curso: Physics 101 - Rotational Motion and Gravitation , Promedio: 4.80
Curso: PlanU: escoge la mejor carrera y universidad para ti, Promedio: 4.80
Curso: Planificación del proyecto: reunir todos los elementos, Promedio: 4.80
Curso: Planning with Climate Change in Mind, Promedio: 4.90
Curso: Plant-Based Diets, Promedio: 4.50
Curso: Platform Thinking: Innovation in digital business models era Specialization, Promedio: 4.90
Curso: Play It Safe: Manage Security Risks, Promedio: 4.80
Curso: Point of Care Testing for Sexually Transmitted Infections, Promedio: 4.60
Curso: Population Health: Governance, Promedio: 4.40
Curso: Population Health: Health & Health Behaviour, Promedio: 4.00
Curso: Population Health: Panel Management Next Level, Promedio: 4.80
Curso: Population Health: Predictive Analytics, Promedio: 4.60
Curso: Population Health: Responsible Data Analysis, Promedio: 4.50
Curso: Population Health: Study Design, Promedio: 4.30
Curso: Positive Psychology: Applications and Interventions, Promedio: 4.80
Curso: Positive Psychology: Character, Grit and Research Methods, Promedio: 4.40
Curso: Positive Psychology: Martin E. P. Seligman’s Visionary Science, Promedio: 4.90
Curso: Positive Psychology: Resilience Skills, Promedio: 4.90
Curso: PostgreSQL for Everybody Specialization, Promedio: 4.70
Curso: Poverty & Population: How Demographics Shape Policy, Promedio: 4.80
Curso: Power System: Generation, Transmission and Protection  Specialization, Promedio: 4.70
Curso: Power and Foreign Policy in International Relations, Promedio: 4.80
Curso: Practical Data Science with MATLAB Specialization, Promedio: 4.80
Curso: Practical Guide to Trading Specialization, Promedio: 4.40
Curso: Practice Exam for CAPM Certification, Promedio: 4.30
Curso: Practice Exam for Certified Scrum Master (CSM) Certification, Promedio: 5.00
Curso: Practice Exam for CompTIA ITF+ Certification, Promedio: 4.90
Curso: Pre-MBA Statistics, Promedio: 4.50
Curso: Precalculus through Data and Modelling Specialization, Promedio: 4.70
Curso: Precalculus: Mathematical Modeling, Promedio: 4.70
Curso: Precalculus: Periodic Functions, Promedio: 4.70
Curso: Precalculus: Relations and Functions, Promedio: 4.70
Curso: Prediction Models with Sports Data, Promedio: 4.60
Curso: Predictive Modeling, Model Fitting, and Regression Analysis, Promedio: 4.40
Curso: Preparar datos para la exploración, Promedio: 4.70
Curso: Prepare Data for Exploration, Promedio: 4.80
Curso: Prepare for DP-100: Data Science on Microsoft Azure Exam, Promedio: 4.60
Curso: Preparing for Google Cloud Certification: Cloud Architect Professional Certificate, Promedio: 4.80
Curso: Preparing for Google Cloud Certification: Cloud Architect Professional Certificate 日本語版 Professional Certificate, Promedio: 4.70
Curso: Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate, Promedio: 4.60
Curso: Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate en Español Specialization, Promedio: 4.80
Curso: Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版 Professional Certificate, Promedio: 4.50
Curso: Preparing for Google Cloud Certification: Cloud DevOps Engineer Professional Certificate, Promedio: 4.80
Curso: Preparing for Google Cloud Certification: Cloud Developer Professional Certificate, Promedio: 4.70
Curso: Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate, Promedio: 4.80
Curso: Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Español Specialization, Promedio: 4.80
Curso: Preparing for Google Cloud Certification: Cloud Network Engineer Professional Certificate, Promedio: 4.70
Curso: Preparing for Google Cloud Certification: Cloud Security Engineer Professional Certificate, Promedio: 4.80
Curso: Preparing for Google Cloud Certification: Machine Learning Engineer Professional Certificate, Promedio: 4.60
Curso: Preparing for Your Associate Cloud Engineer Journey, Promedio: 4.70
Curso: Preparing for Your CertNexus Certification Exam, Promedio: 4.80
Curso: Preparing for Your Professional Cloud Security Engineer Journey, Promedio: 4.70
Curso: Preparing for the AZ-900 Microsoft Azure Fundamentals Exam, Promedio: 4.70
Curso: Preparing for the Google Cloud Professional Cloud Architect Exam 日本語版, Promedio: 4.60
Curso: Preparing for the Google Cloud Professional Data Engineer Exam 日本語版, Promedio: 4.70
Curso: Preparing for your Professional Cloud Architect Journey, Promedio: 4.70
Curso: Present with Purpose: Create/Deliver Effective Presentations, Promedio: 4.60
Curso: Pressure, Force, Motion, and Humidity Sensors , Promedio: 4.70
Curso: Pricing Strategy Optimization Specialization, Promedio: 4.80
Curso: Pricing Strategy in Practice, Promedio: 4.70
Curso: Primary and Secondary Batteries, Promedio: 4.90
Curso: Primate Conservation, Promedio: 4.50
Curso: Primeros Auxilios Psicológicos , Promedio: 4.90
Curso: Primeros pasos en el proceso de diseño de UX: Empatizar, definir e idear, Promedio: 4.90
Curso: Principles of Leadership: Leading Oneself Specialization, Promedio: 4.80
Curso: Principles of Leadership: Leading Technical Organizations Specialization, Promedio: 4.50
Curso: Principles of Leadership: Leading Technical Teams Specialization, Promedio: 5.00
Curso: Principles of Public Relations, Promedio: 4.70
Curso: Principles of Sustainable Finance , Promedio: 4.70
Curso: Principles of UX/UI Design, Promedio: 4.70
Curso: Print and Digital Elements of Design: Branding and User Experience, Promedio: 4.70
Curso: Privacy and Standardisation Specialization, Promedio: 4.20
Curso: Privacy in Europe, Promedio: 4.40
Curso: Privacy in the USA, Promedio: 4.30
Curso: Privacy in the Western World, Promedio: 4.50
Curso: Probability & Statistics for Machine Learning & Data Science, Promedio: 4.60
Curso: Probability Theory: Foundation for Data Science, Promedio: 4.50
Curso: Proceso de datos sucios a datos limpios, Promedio: 4.80
Curso: Process Data from Dirty to Clean, Promedio: 4.80
Curso: Procurement & Sourcing Introduction, Promedio: 4.70
Curso: Procurement Basics, Promedio: 4.70
Curso: Product Analytics and AI, Promedio: 4.70
Curso: Product Cost and Investment Cash Flow Analysis , Promedio: 4.40
Curso: Product Ideation, Design, and Management Specialization, Promedio: 4.50
Curso: Product Management, Promedio: 4.60
Curso: Product Management Essentials, Promedio: 4.60
Curso: Product Management: An Introduction, Promedio: 4.50
Curso: Production Machine Learning Systems, Promedio: 4.60
Curso: Professional Selling: 3 Steps to High-Performance Specialization, Promedio: 4.70
Curso: Professionalism in Allied Health, Promedio: 4.80
Curso: Profundización y actualización en Enfermedad Cardiovascular, Promedio: 4.60
Curso: Programa Especializado en Gerencia de Proyectos Complejos Specialization, Promedio: 4.80
Curso: Programación en Python, Promedio: 4.50
Curso: Programación en Python II: aprendiendo a estructurar datos, Promedio: 4.70
Curso: Programming Fundamentals in Kotlin, Promedio: 4.70
Curso: Programming Fundamentals in Swift, Promedio: 4.80
Curso: Programming Reactive Systems, Promedio: 3.90
Curso: Programming for Everybody (Getting Started with Python), Promedio: 4.80
Curso: Programming in C++: A Hands-on Introduction Specialization, Promedio: 4.60
Curso: Programming in Python, Promedio: 4.60
Curso: Programming in Python: A Hands-on Introduction Specialization, Promedio: 4.50
Curso: Programming with JavaScript, Promedio: 4.70
Curso: Project Execution: Running the Project, Promedio: 4.80
Curso: Project Initiation: Starting a Successful Project, Promedio: 4.80
Curso: Project Lifecycle, Information Sharing, and Risk Management, Promedio: 4.60
Curso: Project Management & Other Tools for Career Development Specialization, Promedio: 4.70
Curso: Project Management Capstone, Promedio: 5.00
Curso: Project Management Communication, Stakeholders & Leadership , Promedio: 4.60
Curso: Project Management Principles and Practices Specialization, Promedio: 4.70
Curso: Project Management Specialization, Promedio: 4.80
Curso: Project Management: Foundations and Initiation, Promedio: 4.80
Curso: Project Management: Tools, Approaches, Behavioural Skills  Specialization, Promedio: 4.90
Curso: Project Planning and Execution, Promedio: 4.80
Curso: Project Planning: Putting It All Together, Promedio: 4.80
Curso: Promote the Ethical Use of Data-Driven Technologies, Promedio: 4.70
Curso: Prompt Engineering for ChatGPT, Promedio: 4.80
Curso: Providing Technical Support for AWS Workloads, Promedio: 4.80
Curso: Proyecto Final: Diseño y Gestión de Proyectos de Desarrollo, Promedio: 4.90
Curso: Proyecto de diseño instruccional para el aprendizaje activo en ambientes digitales, Promedio: 4.50
Curso: Psicología , Promedio: 4.80
Curso: Psicología Specialization, Promedio: 4.80
Curso: Psicología de la Percepción, Promedio: 4.90
Curso: Psicología del Aprendizaje, Promedio: 4.90
Curso: Psychological Research Specialization, Promedio: 4.70
Curso: Public Health Perspectives on Sustainable Diets, Promedio: 4.80
Curso: Purpose at Work: A Course for Employees and Leaders, Promedio: 4.80
Curso: Put It to Work: Prepare for Cybersecurity Jobs, Promedio: 4.80
Curso: PwC GST Taxation Executive  Professional Certificate, Promedio: 4.60
Curso: Python 3 Programming Specialization, Promedio: 4.70
Curso: Python Basics, Promedio: 4.80
Curso: Python Basics for Online Research Specialization, Promedio: 3.30
Curso: Python Classes and Inheritance, Promedio: 4.70
Curso: Python Data Products for Predictive Analytics Specialization, Promedio: 4.20
Curso: Python Data Structures, Promedio: 4.90
Curso: Python Essentials for MLOps, Promedio: 4.20
Curso: Python Functions, Files, and Dictionaries, Promedio: 4.90
Curso: Python Packages for Data Science, Promedio: 4.50
Curso: Python Programming Fundamentals, Promedio: 3.40
Curso: Python Project for Data Engineering, Promedio: 4.60
Curso: Python Project for Data Science, Promedio: 4.50
Curso: Python and Pandas for Data Engineering, Promedio: 4.60
Curso: Python for Cybersecurity Specialization, Promedio: 4.50
Curso: Python for Data Science, Promedio: 3.70
Curso: Python for Data Science, AI & Development, Promedio: 4.60
Curso: Python, Bash and SQL Essentials for Data Engineering Specialization, Promedio: 4.50
Curso: Python: A Guided Journey from Introduction to Application Specialization, Promedio: 3.50
Curso: Qualitative Comparative Analysis (QCA), Promedio: 4.80
Curso: Qualitative Research Design, Promedio: 4.80
Curso: Qualitative Research Design and Methods for Public Health Specialization, Promedio: 4.80
Curso: Quantum Mechanics, Promedio: 4.50
Curso: Quantum Mechanics for Engineers Specialization, Promedio: 4.30
Curso: Questionnaire Design for Social Surveys, Promedio: 4.50
Curso: R Programming, Promedio: 4.50
Curso: RPA Basics and Introduction to UiPath, Promedio: 4.70
Curso: Raison d’être et Entreprise à Mission, Promedio: 4.60
Curso: Rapid Prototyping Using 3D Printing Specialization, Promedio: 4.70
Curso: Rapid Prototyping and Tooling Specialization, Promedio: 5.00
Curso: Rastreamento de contato da COVID-19, Promedio: 4.80
Curso: Rastreo de los contactos de la COVID-19, Promedio: 4.80
Curso: React Basics, Promedio: 4.70
Curso: Ready to Roll – The Video Production Process, Promedio: 5.00
Curso: Ready, Set, Future! Introduction to Futures Thinking, Promedio: 4.80
Curso: Real-Time Embedded Systems Concepts and Practices, Promedio: 3.80
Curso: Real-Time Embedded Systems Specialization, Promedio: 3.90
Curso: Real-Time Embedded Systems Theory and Analysis, Promedio: 4.50
Curso: Real-Time Mission-Critical Systems Design, Promedio: 4.40
Curso: Real-World Cloud PM 1 of 3: Cloud Business and Technology, Promedio: 4.60
Curso: Real-World Engineering Management Specialization, Promedio: 4.80
Curso: Real-World Product Management Specialization, Promedio: 4.50
Curso: Rebuilding Our Relationship with Food, Promedio: 4.90
Curso: Reclaiming the Street for Livable Urban Spaces, Promedio: 4.70
Curso: Recommender Systems Specialization, Promedio: 4.40
Curso: Recruiting for Diversity and Inclusion Specialization, Promedio: 4.10
Curso: Red de sentidos: Arte, educación y procesos creativos, Promedio: 4.80
Curso: Regression Analysis: Simplify Complex Data Relationships, Promedio: 4.70
Curso: Regulatory Compliance Specialization, Promedio: 4.80
Curso: Reigniting Employee Engagement, Promedio: 4.90
Curso: Reimagining Blackness and Architecture, Promedio: 4.80
Curso: Reinforcement Learning Specialization, Promedio: 4.80
Curso: Relational Database Administration (DBA), Promedio: 4.50
Curso: Relational Database Design, Promedio: 4.60
Curso: Relationship Management and Business Development , Promedio: 4.40
Curso: Reliable Google Cloud Infrastructure: Design and Process, Promedio: 4.70
Curso: Renewable Energy Futures, Promedio: 4.80
Curso: Renewable Energy Projects, Promedio: 4.80
Curso: Renewable Energy Specialization, Promedio: 4.80
Curso: Renewable Energy Technology Fundamentals, Promedio: 4.80
Curso: Renewable Energy: Fundamentals and Job Opportunities, Promedio: 4.70
Curso: Renewable Power and Electricity Systems, Promedio: 4.70
Curso: Research Proposal: Initiating Research, Promedio: 4.60
Curso: Research for Impact, Promedio: 4.90
Curso: Researcher Management and Leadership Training, Promedio: 4.80
Curso: Resilient Teaching Through Times of Crisis and Change, Promedio: 4.80
Curso: Responsive Website Development and Design Specialization, Promedio: 4.60
Curso: Riesgos y oportunidades empresariales en una economía globalizada, Promedio: 4.90
Curso: Risk Management Specialization, Promedio: 4.60
Curso: Road to the CISO – Culminating Project Course, Promedio: 5.00
Curso: Robotic Process Automation (RPA) Specialization, Promedio: 4.70
Curso: Robotics Specialization, Promedio: 4.30
Curso: Russian History: from Lenin to Putin, Promedio: 4.70
Curso: Rust Fundamentals, Promedio: 4.20
Curso: SAP Technology Consultant  Professional Certificate, Promedio: 4.70
Curso: SAS Advanced Programmer Professional Certificate, Promedio: 4.80
Curso: SAS Programmer Professional Certificate, Promedio: 4.80
Curso: SAS Statistical Business Analyst Professional Certificate, Promedio: 4.70
Curso: SAS Visual Business Analytics Professional Certificate, Promedio: 4.70
Curso: SEL Capstone, Promedio: 4.60
Curso: SEL for Students: A Path to Social Emotional Well-Being, Promedio: 4.80
Curso: SQL for Data Science, Promedio: 4.60
Curso: SQL for Data Science Capstone Project, Promedio: 4.20
Curso: SQL for Data Science with R, Promedio: 4.30
Curso: SQL für Data Science, Promedio: 4.40
Curso: SQL para el desarrollo web, Promedio: 4.80
Curso: Sales and CRM Overview, Promedio: 4.60
Curso: Salesforce Basics, Promedio: 4.30
Curso: Salesforce Fundamentals Specialization, Promedio: 4.30
Curso: Salesforce Sales Development Representative Professional Certificate, Promedio: 4.50
Curso: Salesforce Sales Operations Professional Certificate, Promedio: 4.60
Curso: Salud mental y atención comunitaria, Promedio: 4.80
Curso: Salud mental y atención psicosocial , Promedio: 4.90
Curso: Sampling People, Networks and Records, Promedio: 4.40
Curso: Satisfaction Guaranteed: Develop Customer Loyalty Online, Promedio: 4.80
Curso: Scaling with Google Cloud Operations, Promedio: 4.80
Curso: Science Communication: Communicating Trustworthy Information in the Digital World, Promedio: 4.50
Curso: Science Literacy , Promedio: 4.40
Curso: Science Matters: Let's Talk About COVID-19, Promedio: 4.20
Curso: Science and Engineering of Climate Change, Promedio: 4.80
Curso: Science of Diet and Exercise Specialization, Promedio: 4.60
Curso: Science of Exercise, Promedio: 4.80
Curso: Science of Fat Metabolism, Promedio: 4.30
Curso: Scrum Master Capstone, Promedio: 5.00
Curso: Scrum Master Certification: Scrum Methodologies, Promedio: 4.70
Curso: Scrum Master Specialization, Promedio: 5.00
Curso: Search Engine Optimization (SEO) Specialization, Promedio: 4.70
Curso: Secure Access with Azure Active Directory, Promedio: 4.20
Curso: Secure Coding Practices Specialization, Promedio: 4.50
Curso: Secure Software Design Specialization, Promedio: 4.70
